Set Number,Numbers
3939,"1, 2, 5, 6, 7, 8, 9, 15, 16, 17, 19"
3940,"10, 20, 7"
3941,"16, 12, 15"
3942,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19"
3943,"1, 3, 4, 5, 10, 12, 13, 14, 17, 19, 20"
3944,"1, 3, 6, 7, 8, 10, 11, 14, 17, 18, 20"
3945,"3, 4, 7, 9, 10, 12, 13, 16"
3946,"1, 2, 13, 15, 20"
3947,"20, 15"
3948,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 16, 18, 19"
3949,"1, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20"
3950,"5, 6, 8, 9, 11, 12, 13, 14, 17"
3951,"3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
3952,"1, 2, 4, 5, 9, 10, 11, 12, 15, 17, 18, 20"
3953,"2, 7, 10, 14, 15, 16, 17, 18"
3954,"2, 3, 5, 7, 10, 15, 16, 17"
3955,"1, 3, 6, 9, 14, 19, 20"
3956,"2, 4, 5, 7, 12, 15, 20"
3957,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3958,"1, 10, 11, 13, 14, 15, 19"
3959,"2, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 20"
3960,"3, 7, 12, 15, 16"
3961,"3, 13, 7"
3962,"7, 9, 10, 13, 16, 19"
3963,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 20"
3964,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3965,"17, 10"
3966,"1, 3, 4, 7, 10, 18"
3967,"2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3968,"3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20"
3969,"1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3970,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19"
3971,"2, 4, 6, 7, 10, 12, 16"
3972,"4, 5, 7, 12, 17, 18, 20"
3973,"4, 5, 10, 12, 13, 14, 16, 20"
3974,"16, 2"
3975,"7, 9, 11, 13, 15"
3976,"18, 7"
3977,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
3978,"2, 4, 5, 6, 7, 11, 12, 13, 14, 16, 18, 19, 20"
3979,"16, 10, 7"
3980,"1, 2, 4, 5, 6, 7, 8, 9, 10, 16, 18"
3981,"9, 18, 11, 1"
3982,"19, 3, 15"
3983,"2, 6, 8, 11, 15, 16"
3984,"3, 13, 14, 16, 17, 20"
3985,"1, 2, 5, 7, 8, 12, 13, 14, 17, 18, 20"
3986,"1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3987,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
3988,"2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19, 20"
3989,"1, 4, 6, 15, 17, 18"
3990,"5, 12, 13, 17, 20"
3991,"10, 19"
3992,"16, 2, 12, 5"
3993,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3994,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
3995,"8, 2, 3"
3996,"4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19"
3997,"2, 7, 9, 12, 13, 14, 17, 18"
3998,"5, 8, 9, 12, 14, 18"
3999,"17, 6"
4000,"1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4001,"1, 2, 3, 6, 9, 10, 11, 16, 18"
4002,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4003,"18, 2, 10"
4004,"1, 2, 7, 8, 10, 11, 14, 15, 19"
4005,"3, 4, 7, 13, 14, 16, 17, 18, 19"
4006,"1, 2, 3, 10, 11, 12, 13, 14, 15, 17, 18, 19"
4007,"9, 12, 6, 7"
4008,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4009,"1, 2, 3, 4, 6, 8, 9, 12, 15, 16, 17, 18, 19, 20"
4010,"1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20"
4011,"1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 19, 20"
4012,"1, 2, 4, 7, 8, 10, 11, 14, 16, 17, 19, 20"
4013,"1, 3, 5, 6, 7, 10, 12, 13, 14, 15, 16, 18, 19"
4014,"2, 4, 7, 9, 10, 11, 13, 15, 16, 17, 19, 20"
4015,"9, 10, 19, 5"
4016,"1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4017,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19"
4018,"2, 3, 6, 11, 15, 16, 18"
4019,"2, 3, 6, 7, 9, 10, 12, 13, 18, 19, 20"
4020,"1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20"
4021,"5, 18, 13"
4022,"17, 10, 13"
4023,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20"
4024,"3, 4, 5, 7, 8, 9, 10, 12, 13, 16, 17, 18, 19, 20"
4025,"1, 2, 3, 4, 5, 8, 10, 15, 18, 20"
4026,"10, 3, 15"
4027,"17, 19"
4028,"5, 8, 13, 14, 19"
4029,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20"
4030,"7, 14, 15, 17, 20"
4031,"3, 4, 6, 7, 10, 11, 12, 15, 20"
4032,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 18, 19, 20"
4033,"3, 4, 7, 8, 9, 10, 12, 13, 14, 16, 18, 19, 20"
4034,"8, 9"
4035,"1, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20"
4036,"2, 3, 7, 8, 9, 10, 11, 12, 17, 18"
4037,"1, 4, 20, 9"
4038,"17, 11"
4039,"1, 2, 3, 4, 6, 8, 9, 11, 12, 14, 15, 16, 18"
4040,"1, 3, 6, 10, 14, 15, 18"
4041,"1, 2, 3, 7, 8, 10, 12, 13, 16, 18"
4042,"1, 2, 4, 7, 11, 13, 15, 16, 17, 20"
4043,"3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 17, 18, 20"
4044,"2, 3, 6, 7, 9, 10, 12, 15, 16"
4045,"8, 16"
4046,"8, 11, 12, 16, 17"
4047,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20"
4048,"5, 6, 10, 17, 20"
4049,"1, 4, 5, 6, 8, 9, 10, 12, 13, 15, 16, 17, 19, 20"
4050,"1, 3, 6, 12, 13, 14, 17"
4051,"1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20"
4052,"2, 3, 7, 9, 12, 18, 20"
4053,"3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 17, 20"
4054,"2, 6, 8, 9, 10, 12, 15, 17, 20"
4055,"19, 10, 2"
4056,"2, 15, 7"
4057,"2, 4, 15"
4058,"2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
4059,"1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20"
4060,"2, 3, 5, 9, 12, 13, 14, 15, 16, 17, 19, 20"
4061,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4062,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4063,"1, 2, 4, 5, 6, 9, 11, 12"
4064,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4065,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20"
4066,"1, 2, 6, 8, 9, 11, 13, 15, 16"
4067,"10, 13, 15, 18, 20"
4068,"5, 7, 8, 9, 11, 13, 14, 15, 16, 19"
4069,"5, 6, 7, 8, 10"
4070,"3, 6, 8, 10, 17"
4071,"1, 2, 4, 10, 12, 16, 17, 18, 19, 20"
4072,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4073,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
4074,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4075,"1, 20"
4076,"7, 10, 12, 13, 15, 18, 20"
4077,"1, 5, 6, 8, 9, 12, 14, 16"
4078,"3, 4, 5, 6, 10, 12, 13, 14, 15, 16, 17, 18, 19"
4079,"11, 5, 15"
4080,"1, 2, 3, 4, 6, 8, 10, 11, 12, 14, 15, 18"
4081,"1, 2, 3, 4, 5, 9, 11, 12, 13, 14, 17, 19, 20"
4082,"1, 3, 4, 8, 11, 17, 19"
4083,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4084,"3, 5, 6, 7, 8, 9, 13, 18"
4085,"1, 2, 3, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4086,"1, 3, 4, 5, 7, 9, 12, 14, 15, 17, 19"
4087,"2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19"
4088,"1, 3, 4, 5, 6, 7, 11, 13, 16, 18, 19"
4089,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19"
4090,"2, 5, 6, 8, 11, 14, 17, 18"
4091,"1, 2, 3, 4, 6, 7, 8, 9, 13, 14, 15, 16, 18, 19, 20"
4092,"2, 4, 9, 14, 16, 18"
4093,"4, 6, 7, 8, 9, 11, 13, 14, 15, 20"
4094,"8, 10, 14, 18, 19"
4095,"2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16"
4096,"1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 20"
4097,"3, 6, 16, 17, 19"
4098,"8, 15, 7"
4099,"1, 2, 4, 5, 6, 7, 8, 9, 11, 14, 15, 16, 17, 19, 20"
4100,"17, 3, 14"
4101,"1, 2, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 19, 20"
4102,"2, 3, 12, 13, 14, 16, 17, 18, 19, 20"
4103,"2, 3, 5, 7, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
4104,"1, 3, 7, 11, 12, 13, 15, 16, 18, 19"
4105,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4106,"2, 4, 8, 16, 17"
4107,"1, 3, 4, 8, 10, 12, 14, 18, 19, 20"
4108,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4109,"4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20"
4110,"3, 10, 18"
4111,"1, 2, 4, 5, 7, 8, 10, 11, 12, 17"
4112,"2, 3, 4, 5, 6, 9, 13, 14, 15, 16, 17, 18"
4113,"1, 2, 6, 7, 9, 10, 11, 12, 14, 15, 17"
4114,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20"
4115,"2, 4, 5, 7, 12, 13, 15, 18, 19, 20"
4116,"1, 2, 3, 5, 6, 9, 11, 13, 18, 19, 20"
4117,"11, 14"
4118,"16, 17, 11, 12"
4119,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
4120,"3, 7, 9, 10, 11, 14, 16, 17, 20"
4121,"1, 4, 9, 11, 16, 17, 18"
4122,"1, 2, 4, 5, 6, 7, 9, 11, 15, 19"
4123,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20"
4124,"1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 18, 20"
4125,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4126,"1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 18, 19"
4127,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4128,"1, 2, 3, 5, 6, 10, 12, 13, 14, 15, 16, 18, 19, 20"
4129,"1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
4130,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4131,"3, 4, 9, 12, 20"
4132,"2, 4, 6, 7, 8, 10, 12, 16, 18, 20"
4133,"1, 2"
4134,"4, 5, 7, 8, 13, 16, 19, 20"
4135,"2, 3, 4, 5, 8, 9, 10, 11, 14, 15, 16, 20"
4136,"1, 2, 6, 8, 9, 11, 12, 13, 14, 17, 18, 19, 20"
4137,"1, 2, 3, 4, 5, 12, 13, 15, 16, 18, 19, 20"
4138,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4139,"2, 3, 9, 10, 16, 20"
4140,"4, 5, 7, 8, 11, 14, 15, 16, 17, 18, 19"
4141,"2, 4, 6, 8, 9, 12, 13, 17, 20"
4142,"7, 10, 12, 15, 19"
4143,"2, 7, 11, 15, 17, 18, 19"
4144,"1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4145,"17, 19, 9"
4146,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4147,"4, 5, 8, 9, 10, 11, 13, 14"
4148,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20"
4149,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 17, 19"
4150,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4151,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4152,"3, 11"
4153,"1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 20"
4154,"8, 16, 6"
4155,"19, 6"
4156,"18, 19, 12, 15"
4157,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19"
4158,"1, 2, 9, 10, 11, 14, 19"
4159,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20"
4160,"2, 8, 13, 14, 16"
4161,"1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 16, 17, 19"
4162,"2, 6, 10, 14, 19, 20"
4163,"10, 15"
4164,"1, 4, 5, 7, 8, 11, 14, 15, 17, 18, 19, 20"
4165,"2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20"
4166,"3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4167,"2, 4, 5, 11, 15"
4168,"1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 16, 17, 19, 20"
4169,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
4170,"1, 3, 6, 15, 18, 19"
4171,"10, 18, 3, 13"
4172,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4173,"9, 20, 5, 17"
4174,"1, 2, 7, 8, 9, 12, 14, 16, 18"
4175,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 19, 20"
4176,"7, 9, 13, 14, 20"
4177,"1, 3, 4, 5, 7, 9, 11, 14, 17, 18, 19, 20"
4178,"1, 3, 5, 7, 11, 14, 15, 17, 19"
4179,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4180,"1, 10, 16, 18, 20"
4181,"1, 4, 12, 13, 16, 18, 19"
4182,"12, 13, 15, 17, 18, 20"
4183,"2, 3, 6, 7, 8, 11, 13, 14, 15, 17, 19"
4184,"3, 6, 8, 14, 16, 17, 18"
4185,"2, 4, 8, 11, 12, 13, 14, 15, 18, 19"
4186,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4187,"2, 3, 4, 7, 9, 11, 12, 13, 14, 16, 18, 20"
4188,"1, 9, 10, 14, 15, 16, 17, 18, 19, 20"
4189,"12, 13"
4190,"1, 3, 4, 5, 6, 7, 11, 12, 13, 14, 18"
4191,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4192,"3, 11, 13, 15, 16"
4193,"1, 3, 9, 10, 11, 13, 15, 16, 18, 20"
4194,"1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19"
4195,"1, 4, 13, 9"
4196,"16, 12, 13"
4197,"1, 3, 6, 7, 8, 9, 11, 17, 18, 19"
4198,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4199,"8, 14"
4200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4201,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4202,"16, 19"
4203,"1, 4, 9, 12, 17, 20"
4204,"1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20"
4205,"1, 4, 6, 8, 10, 11, 12, 13, 14, 19"
4206,"1, 3, 6, 8, 10, 12, 13, 15, 17"
4207,"1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 18"
4208,"1, 3, 4, 5, 6, 9, 10, 12, 13, 14, 16, 17, 20"
4209,"17, 6, 15"
4210,"2, 3, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4211,"1, 3, 4, 6, 7, 11, 12, 13, 14, 15, 16, 17, 19, 20"
4212,"2, 3, 5, 6, 7, 13, 14, 15, 17, 19, 20"
4213,"1, 5, 7, 8, 9, 10, 16, 17, 18, 19, 20"
4214,"1, 6, 7, 8, 10, 12, 13"
4215,"2, 5, 7, 8, 13, 14, 18, 19"
4216,"1, 2, 3, 4, 7, 8, 9, 10, 11, 13, 14, 15, 17, 19, 20"
4217,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4218,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
4219,"18, 4, 20, 15"
4220,"1, 2, 4, 5, 7, 10, 14, 15, 18, 19, 20"
4221,"2, 11, 15, 16, 20"
4222,"6, 8, 9, 12, 13, 14, 15, 17, 18"
4223,"6, 8, 9, 11, 16, 19, 20"
4224,"1, 3, 4, 5, 9, 11, 18, 19"
4225,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4226,"1, 2, 4, 5, 6, 11, 14, 15, 16, 17, 18, 19, 20"
4227,"3, 20, 12, 14"
4228,"1, 2, 5, 6, 8, 12, 15, 16, 17, 18, 19"
4229,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20"
4230,"2, 4, 5, 6, 7, 8, 13, 19"
4231,"2, 4, 6, 7, 8, 11, 12, 17, 18, 19, 20"
4232,"3, 5, 6, 7, 11, 12, 13, 15, 18"
4233,"2, 4, 7, 11, 12, 14, 17, 19, 20"
4234,"1, 2, 9, 10, 15, 16"
4235,"2, 3"
4236,"10, 2, 6"
4237,"8, 2, 6"
4238,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4239,"17, 10, 1, 7"
4240,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 20"
4241,"3, 4, 5, 7, 9, 10, 12, 14, 16, 17, 18, 20"
4242,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4243,"1, 2, 3, 6, 8, 12, 15, 16, 18"
4244,"1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4245,"2, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18"
4246,"1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20"
4247,"4, 6, 9, 14, 15, 20"
4248,"4, 5, 8, 11, 12, 14, 15, 16, 19"
4249,"2, 5, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19"
4250,"3, 7, 8, 9, 13, 17, 19"
4251,"8, 6"
4252,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 18, 20"
4253,"1, 2, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4254,"10, 20, 4, 7"
4255,"4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19"
4256,"2, 4, 7, 8, 11, 12, 13, 17, 18"
4257,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
4258,"2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18"
4259,"2, 5, 6, 7, 12, 13, 14, 17, 18"
4260,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4261,"8, 19, 4, 15"
4262,"1, 5, 9, 10, 11, 12, 13, 16, 18"
4263,"1, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4264,"2, 3, 5, 6, 10, 14, 15, 16, 18, 19"
4265,"1, 3, 6, 7, 8, 9, 11, 14, 17, 19, 20"
4266,"1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 16, 19, 20"
4267,"1, 5, 6, 10, 11, 12, 17, 20"
4268,"2, 3, 4, 7, 12"
4269,"3, 8, 13, 19, 20"
4270,"1, 2, 4, 5, 12, 13, 14, 15, 16, 17, 18"
4271,"1, 3, 8, 10, 17, 18, 20"
4272,"11, 20"
4273,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4274,"3, 4, 5, 10, 14, 18, 19"
4275,"1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4276,"4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 20"
4277,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4278,"3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 18, 19, 20"
4279,"2, 4, 5, 11, 12, 13, 15, 17, 18, 19"
4280,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4281,"1, 18, 3"
4282,"2, 7, 9, 10, 11, 15, 17, 20"
4283,"1, 3, 4, 5, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
4284,"2, 3, 4, 5, 7, 9, 16, 17, 18, 19"
4285,"2, 3, 4, 5, 9, 10, 11, 12, 13, 15, 16, 19"
4286,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4287,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20"
4288,"1, 6, 7, 8, 13, 14, 15"
4289,"3, 13, 15, 16, 19"
4290,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
4291,"10, 11, 6"
4292,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20"
4293,"2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 18, 19, 20"
4294,"1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 19"
4295,"1, 2, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 18, 20"
4296,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4297,"1, 4, 5, 6, 8, 9, 10, 13, 14, 16, 19"
4298,"2, 4, 5, 8, 10, 11, 14, 15, 16, 17, 19, 20"
4299,"1, 3, 4, 5, 6, 7, 9, 10, 11, 14, 15, 16, 18, 19, 20"
4300,"7, 10, 11, 12, 14, 15, 16, 17, 18, 20"
4301,"1, 3, 6, 7, 8, 9, 12, 14, 16"
4302,"2, 4, 5, 7, 11, 12, 14, 16, 20"
4303,"1, 2, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 18, 20"
4304,"1, 2, 4, 7, 9, 10, 13"
4305,"1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4306,"4, 5, 11, 12, 13, 14, 15, 19, 20"
4307,"3, 4, 5, 6, 7, 8, 11, 14, 15, 16, 19"
4308,"1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4309,"1, 2, 5, 6, 8, 10"
4310,"1, 2, 3, 4, 5, 6, 8, 10, 12, 15, 17, 18"
4311,"2, 3, 4, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4312,"1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 16, 17, 18, 19"
4313,"20, 4"
4314,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 18, 19, 20"
4315,"9, 18, 20, 5"
4316,"1, 2, 3, 5, 11, 12, 13, 14, 15, 16, 19"
4317,"19, 12, 4, 14"
4318,"1, 5, 9, 16, 19, 20"
4319,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
4320,"2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4321,"2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20"
4322,"3, 4, 6, 8, 9, 13, 20"
4323,"5, 6, 7, 9, 10, 13, 14, 15"
4324,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4325,"1, 2, 7, 11, 12, 16, 18, 19, 20"
4326,"1, 4, 5, 9, 11, 12, 14, 18"
4327,"1, 9, 10, 12, 14, 18, 19"
4328,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
